,recipeA,recipeB,shared_ingred
6315,American fried chicken with spicy chickpeas and honey glazed tomatoes,Angela's slow roasted ginger pork,2
6316,American fried chicken with spicy chickpeas and honey glazed tomatoes,Angel food cake with lemon curd,2
6317,American fried chicken with spicy chickpeas and honey glazed tomatoes,Chicken in white wine sauce,3
6318,American fried chicken with spicy chickpeas and honey glazed tomatoes,Annika's glögg (Annika’s mulled wine),0
6319,American fried chicken with spicy chickpeas and honey glazed tomatoes,Anolini in brodo (meat filled pasta in chicken broth),6
6320,American fried chicken with spicy chickpeas and honey glazed tomatoes,Easy cookies,2
6321,American fried chicken with spicy chickpeas and honey glazed tomatoes,Anglesey eggs with bacon chops,3
6322,American fried chicken with spicy chickpeas and honey glazed tomatoes,Antony's 'mainstay' mince,4
6323,American fried chicken with spicy chickpeas and honey glazed tomatoes,Aperitivo di passata,0
6324,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and blueberry cobbler,1
6325,American fried chicken with spicy chickpeas and honey glazed tomatoes,Delia's any kind of cheese sauce,1
6326,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and blackberry crumble,1
6327,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and blueberry pie,1
6328,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and carrot sesame crumble,1
6329,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and Cheshire cheese bake,1
6330,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and bacon chutney,0
6331,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and cinnamon kugelhopf with honeyed apples,3
6332,American fried chicken with spicy chickpeas and honey glazed tomatoes,Loaf cake with apple and cinnamon,1
6333,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and filo tart with scallops and bacon salad,2
6334,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and lemon kites ,2
6335,American fried chicken with spicy chickpeas and honey glazed tomatoes,Apple and passion fruit tartlets,2
6336,American-style chocolate brownies,15 minute pasta,1
6337,American-style chocolate brownies,3D biscuits ,5
6338,American-style chocolate brownies,2-hour Christmas dinner,3
6339,American-style chocolate brownies,Mustard and thyme crusted rib-eye of beef ,2
6340,American-style chocolate brownies,Aberdeen butteries (Rowies),3
6341,American-style chocolate brownies,Abundant steamed sea bass and seasonal clams with sizzling oil,2
6342,American-style chocolate brownies,A classic sponge cake (with passion fruit filling),4
6343,American-style chocolate brownies,Lemon curd ice cream,1
6344,American-style chocolate brownies,"A creamy, crunchy fruit sundae",2
6345,American-style chocolate brownies,"Acacia honey-glazed chicken breast with tomato, artichoke and watercress",2
6346,American-style chocolate brownies,Ackee and saltfish,2
6347,American-style chocolate brownies,Aged sirloin steak with Thai salad and toasted hazelnuts,1
6348,American-style chocolate brownies,Aglio e peperoncino,0
6349,American-style chocolate brownies,Agnello alla menta con insalata calda (Italian lamb casserole with warm salad),1
6350,American-style chocolate brownies,Aïoli,1
6351,American-style chocolate brownies,Adhraki gosht (lamb masala in a tomato and ginger sauce),1
6352,American-style chocolate brownies,Ajwain parathas ,2
6353,American-style chocolate brownies,Albanian baked lamb with rice (Tavë kosi),4
6354,American-style chocolate brownies,Saturday Kitchen Sling ,1
6355,American-style chocolate brownies,Aji de gallina,1
6356,American-style chocolate brownies,Ajitsuke tamago (Japanese pickled eggs),3
6357,American-style chocolate brownies,Albondigas (spicy Mexican meatballs with red rice),2
6358,American-style chocolate brownies,All-in-one rib roast with horseradish glaze,0
6359,American-style chocolate brownies,"Prawns al cremat with a Little Gem, dandelion and watercress salad served with aioli",1
6360,American-style chocolate brownies,All-day breakfast frittata,2
6361,American-style chocolate brownies,All-purpose easy butter cake,4
6362,American-style chocolate brownies,Ale fruit loaf,2
6363,American-style chocolate brownies,All-in-one white sauce,2
6364,American-style chocolate brownies,Almond and cauliflower korma curry,1
6365,American-style chocolate brownies,"Almond, cranberry and orange biscotti",4
6366,American-style chocolate brownies,Almond-crusted salmon with chilli spinach,1
6367,American-style chocolate brownies,Almond and lemon polenta cake with orange mascarpone,4
6368,American-style chocolate brownies,Almond lentil stew,1
6369,American-style chocolate brownies,Almond dipping sauce with pitta bread fingers,2
6370,American-style chocolate brownies,Almond pancakes with ice cream and toffee sauce,4
6371,American-style chocolate brownies,Almond puddings with Christmas pudding ice cream,5
6372,American-style chocolate brownies,Almond-rolled goats' cheese,2
6373,American-style chocolate brownies,Almond rice pudding and cherry compôte,3
6374,American-style chocolate brownies,Almond praline,1
6375,American-style chocolate brownies,Almondy mince pies,5
6376,American-style chocolate brownies,Almond tart,4
6377,American-style chocolate brownies,Almond semifreddo,3
6378,American-style chocolate brownies,Alpine pizza,2
6379,American-style chocolate brownies,Almond soup,2
6380,American-style chocolate brownies,Alternative fish and chips,3
6381,American-style chocolate brownies,Aloo panchporan (Stir-fried potatoes tempered with five spices),1
6382,American-style chocolate brownies,Amaretti and berry sundae,2
6383,American-style chocolate brownies,Amaretti biscuits,2
6384,American-style chocolate brownies,"Salt crust chicken with peas, broad beans and mousseron mushrooms",4
6385,American-style chocolate brownies,Amaretti tiramisu,2
6386,American-style chocolate brownies,Amaretti biscuits,2
6387,American-style chocolate brownies,Amaretti-stuffed pears with red wine and vanilla sauce,3
6388,American-style chocolate brownies,Amaretti biscuits,4
6389,American-style chocolate brownies,A medley of shellfish with baby vegetables,2
6390,American-style chocolate brownies,Amaretto vanilla custard,3
6391,American-style chocolate brownies,Amazing apple tarts,4
6392,American-style chocolate brownies,American baked cheesecake,5
6393,American-style chocolate brownies,American-style pancakes with bacon and maple syrup,5
6394,American-style chocolate brownies,Gluten-free American buttermilk pancakes,4
6395,American-style chocolate brownies,American pancakes with flambéed cherries and warm chocolate sauce,2
6396,American-style chocolate brownies,Chocolate ripple cheesecake,4
6397,American-style chocolate brownies,Breakfast muffins,3
6398,American-style chocolate brownies,American fried chicken with spicy chickpeas and honey glazed tomatoes,2
6399,American-style chocolate brownies,American-style chocolate brownies,5
6400,American-style chocolate brownies,American-style mango pancakes,3
6401,American-style chocolate brownies,American style pancakes with sausage,3
6402,American-style chocolate brownies,American-style pancakes with blueberries,2
6403,American-style chocolate brownies,American-style pancakes with blueberries,3
6404,American-style chocolate brownies,Anatra con melagrana (duck with pomegranate) and sautéed escarole,3
6405,American-style chocolate brownies,An authentic ragù bolognese,1
6406,American-style chocolate brownies,Anchoïade dip,1
6407,American-style chocolate brownies,Anchoïade with crudites,2
6408,American-style chocolate brownies,Anchovy and sage crisps,3
6409,American-style chocolate brownies,Pork chops with celeriac mash and apple and ale gravy,2
6410,American-style chocolate brownies,An extraordinary way with lettuce,2
6411,American-style chocolate brownies,Andalucian shrimp and spring onion fritters,3
6412,American-style chocolate brownies,"Andalucian pork with apricots, prunes and herbs, rolled in paprika",0
6413,American-style chocolate brownies,Feijoada ,1
6414,American-style chocolate brownies,Angela's slow roasted ginger pork,1
6415,American-style chocolate brownies,Angel food cake with lemon curd,5
6416,American-style chocolate brownies,Chicken in white wine sauce,4
6417,American-style chocolate brownies,Annika's glögg (Annika’s mulled wine),2
6418,American-style chocolate brownies,Anolini in brodo (meat filled pasta in chicken broth),3
6419,American-style chocolate brownies,Easy cookies,5
6420,American-style chocolate brownies,Anglesey eggs with bacon chops,4
6421,American-style chocolate brownies,Antony's 'mainstay' mince,1
6422,American-style chocolate brownies,Aperitivo di passata,2
6423,American-style chocolate brownies,Apple and blueberry cobbler,3
6424,American-style chocolate brownies,Delia's any kind of cheese sauce,3
6425,American-style chocolate brownies,Apple and blackberry crumble,4
6426,American-style chocolate brownies,Apple and blueberry pie,4
6427,American-style chocolate brownies,Apple and carrot sesame crumble,3
6428,American-style chocolate brownies,Apple and Cheshire cheese bake,2
6429,American-style chocolate brownies,Apple and bacon chutney,1
6430,American-style chocolate brownies,Apple and cinnamon kugelhopf with honeyed apples,5
6431,American-style chocolate brownies,Loaf cake with apple and cinnamon,3
6432,American-style chocolate brownies,Apple and filo tart with scallops and bacon salad,2
6433,American-style chocolate brownies,Apple and lemon kites ,4
6434,American-style chocolate brownies,Apple and passion fruit tartlets,5
6435,American-style mango pancakes,15 minute pasta,1
6436,American-style mango pancakes,3D biscuits ,3
6437,American-style mango pancakes,2-hour Christmas dinner,4
6438,American-style mango pancakes,Mustard and thyme crusted rib-eye of beef ,2
6439,American-style mango pancakes,Aberdeen butteries (Rowies),4
6440,American-style mango pancakes,Abundant steamed sea bass and seasonal clams with sizzling oil,1
6441,American-style mango pancakes,A classic sponge cake (with passion fruit filling),4
6442,American-style mango pancakes,Lemon curd ice cream,1
6443,American-style mango pancakes,"A creamy, crunchy fruit sundae",1
6444,American-style mango pancakes,"Acacia honey-glazed chicken breast with tomato, artichoke and watercress",2
6445,American-style mango pancakes,Ackee and saltfish,2
6446,American-style mango pancakes,Aged sirloin steak with Thai salad and toasted hazelnuts,1
6447,American-style mango pancakes,Aglio e peperoncino,0
6448,American-style mango pancakes,Agnello alla menta con insalata calda (Italian lamb casserole with warm salad),2
6449,American-style mango pancakes,Aïoli,1
6450,American-style mango pancakes,Adhraki gosht (lamb masala in a tomato and ginger sauce),2
6451,American-style mango pancakes,Ajwain parathas ,2
6452,American-style mango pancakes,Albanian baked lamb with rice (Tavë kosi),3
6453,American-style mango pancakes,Saturday Kitchen Sling ,1
6454,American-style mango pancakes,Aji de gallina,3
6455,American-style mango pancakes,Ajitsuke tamago (Japanese pickled eggs),2
6456,American-style mango pancakes,Albondigas (spicy Mexican meatballs with red rice),4
6457,American-style mango pancakes,All-in-one rib roast with horseradish glaze,1
6458,American-style mango pancakes,"Prawns al cremat with a Little Gem, dandelion and watercress salad served with aioli",1
6459,American-style mango pancakes,All-day breakfast frittata,2
6460,American-style mango pancakes,All-purpose easy butter cake,4
6461,American-style mango pancakes,Ale fruit loaf,3
6462,American-style mango pancakes,All-in-one white sauce,2
6463,American-style mango pancakes,Almond and cauliflower korma curry,1
6464,American-style mango pancakes,"Almond, cranberry and orange biscotti",3
6465,American-style mango pancakes,Almond-crusted salmon with chilli spinach,1
6466,American-style mango pancakes,Almond and lemon polenta cake with orange mascarpone,3
6467,American-style mango pancakes,Almond lentil stew,2
6468,American-style mango pancakes,Almond dipping sauce with pitta bread fingers,3
6469,American-style mango pancakes,Almond pancakes with ice cream and toffee sauce,5
6470,American-style mango pancakes,Almond puddings with Christmas pudding ice cream,5
6471,American-style mango pancakes,Almond-rolled goats' cheese,2
6472,American-style mango pancakes,Almond rice pudding and cherry compôte,3
6473,American-style mango pancakes,Almond praline,0
6474,American-style mango pancakes,Almondy mince pies,3
6475,American-style mango pancakes,Almond tart,3
6476,American-style mango pancakes,Almond semifreddo,2
6477,American-style mango pancakes,Alpine pizza,2
6478,American-style mango pancakes,Almond soup,3
6479,American-style mango pancakes,Alternative fish and chips,4
6480,American-style mango pancakes,Aloo panchporan (Stir-fried potatoes tempered with five spices),3
6481,American-style mango pancakes,Amaretti and berry sundae,1
6482,American-style mango pancakes,Amaretti biscuits,2
6483,American-style mango pancakes,"Salt crust chicken with peas, broad beans and mousseron mushrooms",4
6484,American-style mango pancakes,Amaretti tiramisu,2
6485,American-style mango pancakes,Amaretti biscuits,1
6486,American-style mango pancakes,Amaretti-stuffed pears with red wine and vanilla sauce,2
