,title,description,ingredients,instructions,rating_stars,review_count,photo_url,total_time_minutes,url
683,Gingerbread I,"Gingerbread is an old-fashioned, warm, and spicy treat you can make easily at home with this recipe.","['1/2 cup shortening', '1/2 cup white sugar', '1 egg', '1/2 cup light molasses', '1 1/2 cups all-purpose flour', '3/4 teaspoon salt', '3/4 teaspoon baking soda', '1/2 teaspoon ground ginger', '1/2 teaspoon ground cinnamon', '1/2 cup water']","['Preheat oven to 350 degrees (175 degrees C). Grease and lightly flour one 8 inch square baking pan.', 'Cream shortening and sugar until light. Add the egg and molasses and beat thoroughly.', 'Sift together the flour, salt, baking soda, ground ginger, and ground cinnamon.', 'Bring water to a boil and add alternately with flour mixture to the creamed mixture, beating well after each addition. Pour batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 35 to 40 minutes. Serve warm and enjoy.']",4.51,64,http://images.media-allrecipes.com/userphotos/560x315/622099.jpg,0,http://allrecipes.com/Recipe/7345/
684,Fresh Pineapple Upside Down Cake,The classic pineapple upside down cake made with fresh pineapple. Serve with dollops of creme fraiche.,"['3/4 cup butter', '3/4 cup packed dark brown sugar', '3/4 cup unsweetened pineapple juice', '1 1/2 cups all-purpose flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '1/2 cup white sugar', '3 eggs', '1/2 teaspoon vanilla extract', '1 fresh pineapple - peeled, cored and cut into rings']","['Preheat oven to 400 degrees F (205 degrees C).', 'Melt the butter. Brush a little bit of the butter on the inside of a 9-inch cake pan.', 'Mix 5 tablespoons of the butter with the dark brown sugar and 1/4 cup of the pineapple juice. Place this mixture in the bottom of the cake pan. Arrange the pineapple rings on the brown sugar mixture in a decorative pattern (be creative). Set pan aside.', 'Stir together the flour, salt, white sugar, and baking powder.', 'Separate the eggs. Beat the whites until stiff but not dry.', 'Beat two of the egg yolks until lemony yellow. Stir in the remaining 1/2 cup pineapple juice, vanilla, and remaining melted butter. Add this mixture to the flour mixture. Gently fold in the egg whites. Pour batter over the top of the brown sugar and pineapple rings.', 'Bake in the preheated oven until cake springs back when lightly touched with a finger, about 30 minutes. Let cake cool in pan for 10 minutes then cover pan tightly with a serving dish and invert so that the pineapple side is up.']",4.36,268,http://images.media-allrecipes.com/userphotos/560x315/3870900.jpg,70,http://allrecipes.com/Recipe/7347/
685,Devil's Food Cake I,"This is an old-fashioned, but easy-to-make devil's food cake recipe.  Pound cake like texture and sinfully chocolately.  This is from an old Philadelphia Bakery. Great when frosted with Chocolate Fudge Buttercream Frosting.","['1/2 cup butter', '3 (1 ounce) squares unsweetened chocolate', '2 cups white sugar', '2 eggs', '1 cup water', '2 1/4 cups all-purpose flour', '1 1/2 teaspoons baking soda', '1/4 teaspoon salt', '1/4 cup milk', '1 teaspoon distilled white vinegar']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour one 9x13 inch pan or two 9 inch round pans.', 'In a small pan melt the butter or margarine with the unsweetened chocolate. Set aside to cool slightly.', ""Cream together the sugar and the eggs until light in color. Add the chocolate mixture to the eggs and temper mixture by beating well (so you don't end up with scrambled eggs!) Add 1 cup boiled water (still warm) and blend well. Mixture will be very liquid."", 'Mix together the flour, baking soda, and salt. Add this mixture to the chocolate mixture and blend well.', 'Mix together the vinegar and the milk and stir into the chocolate batter. Pour into prepared pan(s).', 'Bake at 350 degrees F (175 degrees C) for 30 minutes or until a toothpick inserted in the center comes out clean. Cake divides well for filling with mousse, or ganache, or black forest fillings. The best clue to this cake being nearly done is that you will start to smell the aroma of chocolate filling your house!']",4.1,110,http://images.media-allrecipes.com/userphotos/560x315/2873169.jpg,0,http://allrecipes.com/Recipe/7349/
686,Auntie's Buttermilk Cake,"I got this recipe, as well as so many others, from my favorite aunt.    She loved to bake--she used to say it was her ""therapy,"" and I feel the same way!","['3/4 cup shortening', '1 1/2 cups white sugar', '2 3/4 cups cake flour', '1/2 teaspoon salt', '4 egg whites', '1 teaspoon vanilla extract', '1 tablespoon buttermilk', '1 teaspoon baking powder', '1 1/2 cups buttermilk', '1/2 teaspoon baking soda', '1 teaspoon almond extract']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour 1- 13 x9 inch square cake pan.', 'Cream shortening and sugar together and add 1 tablespoon buttermilk.', 'Sift flour three times and add baking powder and salt.', 'Combine 1 1/2 cups buttermilk with 1/2 teaspoon baking soda. Alternate adding buttermilk to shortening mixture with flour.', 'Beat egg whites until stiff and fold into batter. Stir in the vanilla and almond extracts. Pour batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes. Once cool frost with frosting of your choice. If you want you can add orange extract to the frosting, about 1 teaspoon.']",4.36,20,http://images.media-allrecipes.com/userphotos/560x315/3106451.jpg,0,http://allrecipes.com/Recipe/7351/
687,Chocolate Fudge Buttercream Frosting,Easy and creamy chocolate fudge frosting. Tastes heavenly. Use on cooled devil's food cake for a death by chocolate experience.,"['1/2 cup butter', '1/4 cup shortening', '1/3 cup unsweetened cocoa powder', ""2 cups confectioners' sugar"", '2 tablespoons milk', '1 cup hot fudge topping', '1 teaspoon vanilla extract']","['Cream together the butter or margarine with the shortening.', ""Sift the cocoa with the confectioners' sugar and add to the creamed mixture. Mix together adding 1 tablespoon at a time of milk to keep mixture smooth. Don't add more than 1/4 cup of milk."", 'Add the hot fudge topping and the vanilla extract. Blend until smooth and creamy.']",4.66,464,http://images.media-allrecipes.com/userphotos/250x250/234044.jpg,0,http://allrecipes.com/Recipe/7350/
688,Our Favorite Chocolate Cake,This is the cake my family always traditionally took on picnics and any other family get-together. Cream may be substituted for the milk for a richer cake.,"['8 tablespoons shortening', '2 (1 ounce) squares unsweetened chocolate, melted', '2 eggs', '1 teaspoon baking soda', '1 cup milk', '1 cup white sugar', '1 3/4 cups all-purpose flour', '1/2 teaspoon salt', '2 1/2 teaspoons vanilla extract', '1 teaspoon instant coffee granules', '1/4 cup milk', '1/4 cup unsweetened cocoa powder', '6 tablespoons butter', ""5 cups confectioners' sugar"", '1 1/2 teaspoons vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 13x9 inch cake pan.', 'Cream together the shortening and the white sugar. Add the melted chocolate and eggs, mix well.', 'Sift the flour with baking soda and salt. Add alternately with 1 cup milk to shortening mixture. Mix in 1 teaspoon vanilla. Pour batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes or until a toothpick stuck into the center of the cake comes out clean. Once cool frost with Coffee Frosting.', ""To Make Frosting: Mix together instant or leftover coffee, 1/4 cup milk or cream, cocoa powder, butter, 1 1/2 teaspoons vanilla extract, and confectioners' sugar until of spreading consistency.""]",4.33,21,http://images.media-allrecipes.com/userphotos/560x315/16406.jpg,0,http://allrecipes.com/Recipe/7352/
689,Coffee Frosting,Delicious coffee flavored chocolate frosting. Cream may be substituted for the milk for added richness.,"['1 teaspoon instant coffee granules', '1/4 cup milk', '1/4 cup unsweetened cocoa powder', '6 tablespoons butter', '1 1/2 teaspoons vanilla extract', ""5 cups confectioners' sugar""]","[""Mix together; instant coffee or leftover coffee, milk, cocoa powder, butter or margarine, vanilla extract, and confectioners' sugar until of spreading consistency. Makes more than enough to frost a 13x9 inch sheet cake.""]",3.91,25,http://images.media-allrecipes.com/userphotos/560x315/883686.jpg,0,http://allrecipes.com/Recipe/7353/
690,Norwegian Hazelnut Cake,"This cake has a sweet, rich flavor, and is easy to make.","['3/4 cup hazelnuts', '1/2 cup butter', '1 1/2 cups white sugar', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '2 teaspoons baking powder', '1/4 teaspoon salt', '1/2 cup heavy whipping cream', '1 cup semisweet chocolate chips', '3 eggs', '1/2 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom of one 10 inch springform pan.', 'Reserve 8 whole nuts for garnish. Pulse the remaining nuts in a food processor until ground, and reserve 1 tablespoon of ground nuts for garnish.', 'Melt margarine or butter in a small saucepan over low heat, cool.', 'In a large bowl beat eggs, sugar, and 1 teaspoon vanilla extract until thick and lemon colored (about 2 to 3 minutes). Add flour, baking powder, salt, and ground nuts, mix well. Continue to beat mixture while slowly adding the cooled melted butter or margarine until blended (mixture will be thick). Spread batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 35 to 40 minutes or until a toothpick inserted in the center comes out clean. Cool in pan for 15 minutes then remove sides of pan. Remove pan bottom and invert onto a serving plate. Cover with a cloth towel and cool for another 30 minutes before glazing.', 'To Make Glaze: In a medium saucepan bring whipping cream just to a boil, remove from heat and stir in the semi-sweet chocolate chips until melted and smooth. Stir in 1/2 teaspoon vanilla extract. Spread glaze over top of cooled cake, allowing it to run down the sides. Sprinkle reserved ground nuts around top edge and arrange whole nuts over ground nuts. Enjoy!']",4.11,24,http://images.media-allrecipes.com/userphotos/250x250/186888.jpg,0,http://allrecipes.com/Recipe/7354/
691,Vasilopita,"This is our family's New Year's cake.  A coin is baked in the cake, and the person who finds the coin in their slice is has good luck for the year; they also get a prize.","['1 cup butter, softened', '1 3/4 cups white sugar', '5 eggs', '2 tablespoons water', '2 teaspoons vanilla extract', '3 cups all-purpose flour', '1 teaspoon baking powder', '1/2 cup blanched slivered almonds', '2 tablespoons sesame seeds']","['Preheat oven to 325 degrees F (165 degrees C).', 'In a large bowl, blend together the butter or margarine and the sugar. Separate 3 of the eggs; add the yolks and the 2 remaining whole eggs to the butter mixture. Stir in the vanilla and water.', 'In another bowl, sift together the baking powder and flour. Add these dry ingredients to the creamed mixture.', 'Whip 3 egg whites until they are foamy. Add 1 tablespoon sugar. Continue to whip the whites until they are stiff, but not dry. Fold whipped whites into batter.', 'Pour the batter into a greased 10 x 4 inch tube pan. Wrap a large coin in foil, and place the coin in the batter. Press the coin down; it should be completely hidden. Sprinkle the nuts and seeds on top of the batter.', 'Bake the cake for about 70 minutes, or until done. Cool on a wire rack.']",4.05,16,http://images.media-allrecipes.com/userphotos/560x315/1893689.jpg,90,http://allrecipes.com/Recipe/7356/
692,Cranberry Swirl Coffeecake,This was a favorite of my family's when growing up - my Mom's specialty.  I have entered this cake in several local agricultural fairs and it has won the blue ribbon three times and a best in show!,"['1/2 cup butter', '3/4 cup white sugar', '2 eggs', '2 cups all-purpose flour', '1/2 cup sour cream', '1/2 teaspoon salt', '1 teaspoon baking powder', '1 teaspoon baking soda', '1 teaspoon almond extract', '1 (16 ounce) can whole cranberry sauce', '1/2 cup blanched slivered almonds', ""3/4 cup confectioners' sugar"", '1 tablespoon warm water', '1/2 teaspoon almond extract']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9 inch tube pan.', 'Cream butter or margarine adding sugar gradually. Add eggs one at time. Beating with an electric mixture on medium speed.', 'Mix together flour, baking soda, baking powder, and salt. With electric beaters on low speed add flour mixture alternately with sour cream to butter mixture, ending with flour mix (do not overbeat). Stir in 1 teaspoon of almond extract.', 'Put a layer of half the batter in the pan the bottom of the pan, than a layer of whole cranberry sauce (1/2 the can). Repeat once more with the remaining batter and cranberry sauce. Sprinkle slivered almonds on top.', 'Bake at 350 degrees F (175 degrees C) for 50 minutes. Remove from pan after slightly cooling. Drizzle glaze on top.', ""To Make Glaze: Mix together confectioners' sugar, warm water, and 1/2 teaspoon almond extract. Drizzle over top of cake.""]",4.0,9,http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,http://allrecipes.com/Recipe/7355/
693,Melt In Your Mouth Blueberry Cake,This is a nice tender cake - one of my Mom's specialties from years ago.  It is a great cake to take along to a picnic.,"['1/2 cup butter', '1/2 cup white sugar', '1/4 teaspoon salt', '1 teaspoon vanilla extract', '2 egg yolks', '1 1/2 cups all-purpose flour', '1 teaspoon baking powder', '1/3 cup milk', '2 egg whites', '1/4 cup white sugar', '1 1/2 cups fresh blueberries', '1 tablespoon all-purpose flour', '1 tablespoon white sugar']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8 inch square pan.', 'Cream butter or margarine and 1/2 cup sugar until fluffy. Add salt and vanilla. Separate eggs and reserve the whites. Add egg yolks to the sugar mixture; beat until creamy.', 'Combine 1 1/2 cups flour and baking powder; add alternately with milk to egg yolk mixture. Coat berries with 1 tablespoon flour and add to batter.', 'In a separate bowl, beat whites until soft peaks form. Add 1/4 cup of sugar, 1 tablespoon at a time, and beat until stiff peaks form. Fold egg whites into batter. Pour into prepared pan. Sprinkle top with remaining 1 tablespoon sugar.', 'Bake for 50 minutes, or until cake tests done.']",4.45,277,http://images.media-allrecipes.com/userphotos/560x315/242130.jpg,90,http://allrecipes.com/Recipe/7358/
